Date,Text,Normalized_Text_NLTK,Normalized_Text_Slang
12/2023,gue samsek lom prnh ke fore,gue samsek lom prnh ke fore,aku sama sekali belum pernah ke fore
12/2023,apa cuman aku doang yang suka beli fore junior krn gasuka menu coffee,apa cuman aku doang yang suka beli fore junior krn gasuka menu coffee,apa cuman aku doang yang suka beli fore junior karena gasuka menu coffee
12/2023,"Fore adalah kecintaanku dari dulu jauh sebelum perboykotan. Dulu Irish Latte mulu, sekarang Buttercream Tiramisu Latte. Irish-nya beli literan aja.",fore adalah kecintaanku dari dulu jauh sebelum perboykotan dulu irish latte mulu sekarang buttercream tiramisu latte irishnya beli literan aja,fore adalah kecintaanku dari dulu jauh sebelum perboykotan dulu irish latte melulu sekarang buttercream tiramisu latte irishnya beli literan saja
12/2023,keanya fore enak semua:(,keanya fore enak semua,keanya fore enak semua
12/2023,All varian buttercream.. btw fore asli produk indo bukan?,all varian buttercream btw fore asli produk indo bukan,all varian buttercream ngomong-ngomong fore asli produk indo bukan
12/2023,Fore yang enak itu yg Tiramisu Lattenya,fore yang enak itu yg tiramisu lattenya,fore yang enak itu yang tiramisu lattenya
12/2023,ada rekomen menu fore yang non coffee ga?,ada rekomen menu fore yang non coffee ga,ada rekomen menu fore yang non coffee tidak
12/2023,Di lidah ku varian cafe latte nya: 1. Fore kerasa lebih strong kopinya 2. Kopi kenangan,di lidah ku varian cafe latte nya  fore kerasa lebih strong kopinya  kopi kenangan,di lidah ku varian cafe latte nya fore kerasa lebih strong kopinya kopi kenangan
12/2023,"https://x.com/anggahandika20/status/1480891034565447680?t=9EmjzPTiLVHMzVFiy9p9hg&s=19â€¦ Pertama kali coba minuman fore pesen ini, enak bangeett! Tp buat sekarang kayaknya menunya sudah ga adaa??! Soalnya terakhir ke fore lagi aku cari ga ada :(", pertama kali coba minuman fore pesen ini enak bangeett tp buat sekarang kayaknya menunya sudah ga adaa soalnya terakhir ke fore lagi aku cari ga ada ,pertama kali coba minuman fore pesen ini enak bangeett tapi buat sekarang kayaknya menunya sudah tidak adaa soalnya terakhir ke fore lagi aku cari tidak ada
12/2023,Aku kok merasa si fore ini msh b aja ya kyk watery bgt. Dlu bgt 2019 nyba di jkt enak bgt tp pas di jogja kok b aja ya.,aku kok merasa si fore ini msh b aja ya kyk watery bgt dlu bgt  nyba di jkt enak bgt tp pas di jogja kok b aja ya,aku kok merasa si fore ini masih b saja iya seperti watery banget dulu banget nyba di jakarta enak banget tapi pas di jogja kok b saja iya
12/2023,"sedikit oot, harga fore standard nya brp sih guys? kebetulan di kota ku baru buka, mau kesana takut gak sesuai budget",sedikit oot harga fore standard nya brp sih guys kebetulan di kota ku baru buka mau kesana takut gak sesuai budget,sedikit out of topic harga fore standard nya berapa sih teman-teman kebetulan di kota ku baru buka mau kesana takut gak sesuai budget
12/2023,"seringnya dibeliin fore sama bundaku.... bukan pecinta kopi juga, tp sbucks juga fav bgt cuman y gitu (boikot)",seringnya dibeliin fore sama bundaku bukan pecinta kopi juga tp sbucks juga fav bgt cuman y gitu boikot,seringnya dibeliin fore sama bundaku bukan pecinta kopi juga tapi sbucks juga favorit banget cuman ya gitu boikot
12/2023,"OMG MY LOVE FORE Love their Butterscotch Seasalt Latte. Kalo minum itu, berasa lagi minum air putih soalnya 5 menit abis",omg my love fore love their butterscotch seasalt latte kalo minum itu berasa lagi minum air putih soalnya  menit abis,omg my love fore love their butterscotch seasalt latte kalau minum itu berasa lagi minum air putih soalnya menit habis
12/2023,fore & point sekian,fore  point sekian,fore point sekian
12/2023,FORE ASLI GAADA LAWAN,fore asli gaada lawan,fore asli tidak ada uang lawan
12/2023,kapan ya dapet cowo ngirim fore pas lagi betmut ya derr beruntung bgt deh,kapan ya dapet cowo ngirim fore pas lagi betmut ya derr beruntung bgt deh,kapan iya dapat cowo ngirim fore pas lagi betmut iya derr beruntung banget deh
12/2023,lu inget ga waktu itu pernah beliin gw fore @sapipakek itu menu apa yah soalnya sejauh ini cuma tu menu doang yg bisa lidah gw terima,lu inget ga waktu itu pernah beliin gw fore  itu menu apa yah soalnya sejauh ini cuma tu menu doang yg bisa lidah gw terima,kamu inget tidak waktu itu pernah belikan saya fore itu menu apa yah soalnya sejauh ini cuma tu menu doang yang bisa lidah saya terima
12/2023,"Semua series butterscotch YAHUD sama aren latte. Tapi ati2 klo minum fore, kopinya mayan keras dan berpengaruh. Gue pernah besoknya presentasi pagi, malemnya jam 9 minum fore. Alhasil cuma bs tidur 2 jam",semua series butterscotch yahud sama aren latte tapi ati klo minum fore kopinya mayan keras dan berpengaruh gue pernah besoknya presentasi pagi malemnya jam  minum fore alhasil cuma bs tidur  jam,semua series butterscotch yahud sama aren latte tapi ati kalau minum fore kopinya mayan keras dan berpengaruh aku pernah besoknya presentasi pagi malemnya jam minum fore alhasil cuma bisa tidur jam
12/2023,"fore sama point, sih",fore sama point sih,fore sama point sih
12/2023,Kopi Tuku sama kopi kenangan sih,kopi tuku sama kopi kenangan sih,kopi tuku sama kopi kenangan sih
12/2023,aku tim fore sm kenangan,aku tim fore sm kenangan,aku tim fore sama kenangan
12/2023,Fore aku suka,fore aku suka,fore aku suka
12/2023,"Minum fore dari 2019 an kayanya dulu favorit bgt pandan latte karna mirip kaya XXI punya tp dia lebih strong dan balance kopinya , sekarang oleng ke butterscoth sea salt latte nya enak bgt monangisss",minum fore dari  an kayanya dulu favorit bgt pandan latte karna mirip kaya xxi punya tp dia lebih strong dan balance kopinya  sekarang oleng ke butterscoth sea salt latte nya enak bgt monangisss,minum fore dari an kayaknya dulu favorit banget pandan latte karena mirip kaya xxi punya tapi dia lebih strong dan balance kopinya sekarang oleng ke butterscoth sea salt latte nya enak banget monangisss
12/2023,"avocado, tapi skarang gada lagi jadi males ke fore",avocado tapi skarang gada lagi jadi males ke fore,avocado tapi skarang gada lagi jadi males ke fore
12/2023,"Butterscotch sea salt latte, buttercream latte. Tipe kopinya fore tuh creamy enak bangettt",butterscotch sea salt latte buttercream latte tipe kopinya fore tuh creamy enak bangettt,butterscotch sea salt latte buttercream latte tipe kopinya fore tuh creamy enak bangettt
12/2023,lg jarang ngopi sih tapi andelan ku pasti fore/ pointt,lg jarang ngopi sih tapi andelan ku pasti fore pointt,lagi jarang ngopi sih tapi andelan ku pasti fore pointt
12/2023,"Point enak semua, kalau sachet sih excelso yang black coffee enak semua",point enak semua kalau sachet sih excelso yang black coffee enak semua,point enak semua kalau sachet sih excelso yang black coffee enak semua
12/2023,"Gatau, tpi tiap ke fore selalu beli aren latte, itu aja udh gamau nyoba yg lain",gatau tpi tiap ke fore selalu beli aren latte itu aja udh gamau nyoba yg lain,gatau tapi tiap ke fore selalu beli aren latte itu saja sudah gamau nyoba yang lain
12/2023,gue belum pernah ke fore,gue belum pernah ke fore,aku belum pernah ke fore
12/2023,"Butterscotch Sea Salt Latte. Tapi, apa perasaan aku aja yah kopi fore terlalu strong bener bener melek sih wkwk. Ada yang sama gak?",butterscotch sea salt latte tapi apa perasaan aku aja yah kopi fore terlalu strong bener bener melek sih wkwk ada yang sama gak,butterscotch sea salt latte tapi apa perasaan aku saja yah kopi fore terlalu strong benar benar melek sih wkwk ada yang sama gak
12/2023,"Flash, Point sama Fore. 3 brand ini yg paling sering repurchaseâ€¦",flash point sama fore  brand ini yg paling sering repurchase,flash point sama fore brand ini yang paling sering repurchase
12/2023,"HADU FORE ENAK ENAK BGT butterscotch sea salt latte, tiramisu buttercream latte",hadu fore enak enak bgt butterscotch sea salt latte tiramisu buttercream latte,hadu fore enak enak banget butterscotch sea salt latte tiramisu buttercream latte
12/2023,FORE SIHHHHH,fore sihhhhh,fore sihhhhh
12/2023,"HAH KOPI KENANGAN KOK YG KENANGAN MANTAN kopken tuh ak cm suka salted caramel macchiato loh krn dia balance rasanya. pait nya oke, manisnya oke & ADA TASTE ASINNYA ENAK BGT DUH. sisanya gak sih",hah kopi kenangan kok yg kenangan mantan kopken tuh ak cm suka salted caramel macchiato loh krn dia balance rasanya pait nya oke manisnya oke  ada taste asinnya enak bgt duh sisanya gak sih,hah kopi kenangan kok yang kenangan mantan kopi kenangan tuh saya cm suka salted caramel macchiato loh karena dia balance rasanya pait nya oke manisnya oke ada taste asinnya enak banget aduh sisanya gak sih
12/2023,aku di rekomen kakak ku yg hobi beli di fore andddd butterscotch sea salt latte is a bomb!!! enak bangettt,aku di rekomen kakak ku yg hobi beli di fore andddd butterscotch sea salt latte is a bomb enak bangettt,aku di rekomen kakak ku yang hobi beli di fore andddd butterscotch sea salt latte is a bomb enak bangettt
12/2023,fore juara sih klo bisa nikah sm kopi ak mw nikah sm fore,fore juara sih klo bisa nikah sm kopi ak mw nikah sm fore,fore juara sih kalau bisa nikah sama kopi saya now watching nikah sama fore
12/2023,budak fore @ionays1,budak fore ,budak fore
12/2023,Kopi kenangan atau janji jiwa,kopi kenangan atau janji jiwa,kopi kenangan atau janji jiwa
12/2023,"KALIAN UDAH PADA COBAIN HOJICHANYA TOMORO BELOM?? SUMPAH ENAK BANGETT. PERNAH RAME RAME SAMA TEMEN PESEN HOJICHA SEMUA, DAH SEMUA BILANG ENAK JUGAA, BIKIN GA BERENTI NYERUPUTT",kalian udah pada cobain hojichanya tomoro belom sumpah enak bangett pernah rame rame sama temen pesen hojicha semua dah semua bilang enak jugaa bikin ga berenti nyeruputt,kalian sudah pada cobain hojichanya tomoro belum sumpah enak bangett pernah ramai ramai sama teman pesen hojicha semua deh semua bilang enak jugaa bikin tidak berenti nyeruputt
12/2023,menu underrated Fore yang wajib coba! kerasa kopinya kerasa coklatnya ada asin manis salted caramel agak mahal juga nyoba beli ini pas dapat birthday voucher & nyeselnya karena sekarang jadi suka banget sama Salted Caramel Mocha nya Fore,menu underrated fore yang wajib coba kerasa kopinya kerasa coklatnya ada asin manis salted caramel agak mahal juga nyoba beli ini pas dapat birthday voucher  nyeselnya karena sekarang jadi suka banget sama salted caramel mocha nya fore,menu underrated fore yang wajib coba kerasa kopinya kerasa coklatnya ada asin manis salted caramel agak mahal juga nyoba beli ini pas dapat birthday voucher nyeselnya karena sekarang jadi suka banget sama salted caramel mocha nya fore
12/2023,Butterscotch seasaltnya dong~ Fore hrs buka cabang di kopo sih biar aku gk kejauhan main ke tsm atau bip,butterscotch seasaltnya dong fore hrs buka cabang di kopo sih biar aku gk kejauhan main ke tsm atau bip,butterscotch seasaltnya dong fore harus buka cabang di kopo sih biar aku gk kejauhan main ke tsm atau bip
12/2023,"butterscotch sea salt, irish, buttercream tiramisu, pandan latte, semua rasa fore aku suka",butterscotch sea salt irish buttercream tiramisu pandan latte semua rasa fore aku suka,butterscotch sea salt irish buttercream tiramisu pandan latte semua rasa fore aku suka
12/2023,KEMBALIKAN MATCHA CHIZU ANJENG FORE ITU MENU ENAK BGT TAI TP TRNYATA UDH LAMA GAK ADA,kembalikan matcha chizu anjeng fore itu menu enak bgt tai tp trnyata udh lama gak ada,kembalikan matcha chizu anjeng fore itu menu enak banget tai tapi trnyata sudah lama gak ada
12/2023,"Kangen minumnya, biasanya dikasi gratisan ama mas mas fore nya kalo stiap abis nitip barang",kangen minumnya biasanya dikasi gratisan ama mas mas fore nya kalo stiap abis nitip barang,kangen minumnya biasanya dikasi gratisan sama mas mas fore nya kalau setiap habis nitip barang
12/2023,"Fore dan point terbaikkk dia dimana aja ga pernah berubah rasanya, kalo janji jiwa kadang rasanya berubahh",fore dan point terbaikkk dia dimana aja ga pernah berubah rasanya kalo janji jiwa kadang rasanya berubahh,fore dan point terbaikkk dia dimana saja tidak pernah berubah rasanya kalau janji jiwa kadang rasanya berubahh
12/2023,Kenapa fore fore ini terus bermunculan di timeline ku,kenapa fore fore ini terus bermunculan di timeline ku,kenapa fore fore ini terus bermunculan di timeline ku
12/2023,Matcha cizu masih ada gak ya diaa di fore,matcha cizu masih ada gak ya diaa di fore,matcha cizu masih ada gak iya diaa di fore
12/2023,Pernah beli chocelate icenya fore gak tau kenapa hbs itu tegorokan gatel,pernah beli chocelate icenya fore gak tau kenapa hbs itu tegorokan gatel,pernah beli chocelate icenya fore gak tahu kenapa hbs itu tegorokan gatel
12/2023,"Buttercream, butterscotch sea salt latte, caramel praline, aren latte, semua enak siiiiii kalo fore mah",buttercream butterscotch sea salt latte caramel praline aren latte semua enak siiiiii kalo fore mah,buttercream butterscotch sea salt latte caramel praline aren latte semua enak siiiiii kalau fore mah
12/2023,"Entah disemua daerah ada atau tdk tp ini terbaik versiku, kalo yg disemua tmpt udh banyak ya Fore kalo ya kopinya fam mart",entah disemua daerah ada atau tdk tp ini terbaik versiku kalo yg disemua tmpt udh banyak ya fore kalo ya kopinya fam mart,entah disemua daerah ada atau tidak tapi ini terbaik versiku kalau yang disemua tempat sudah banyak iya fore kalau iya kopinya fam mart
12/2023,Menu Fore junior enak bangett gila buat gue yg gak doyan kopi,menu fore junior enak bangett gila buat gue yg gak doyan kopi,menu fore junior enak bangett gila buat aku yang gak doyan kopi
12/2023,Fore emang paling terbaik,fore emang paling terbaik,fore emang paling terbaik
12/2023,lagi suka kong djie sama tomoro,lagi suka kong djie sama tomoro,lagi suka kong djie sama tomoro
12/2023,Blm pernah ngopi fore,blm pernah ngopi fore,belum pernah ngopi fore
12/2023,point coffee terbaik,point coffee terbaik,point coffee terbaik
12/2023,Rekomendasi fore yg non-coffee dong? gabisa minum kopi.,rekomendasi fore yg noncoffee dong gabisa minum kopi,rekomendasi fore yang noncoffee dong gabisa minum kopi
12/2023,"Aku tim non coffee, seneng bgt Fore punya Blended. Selain Chatime dan T4U, susah bgt nyari minuman yg pny menu Ice Blended.",aku tim non coffee seneng bgt fore punya blended selain chatime dan tu susah bgt nyari minuman yg pny menu ice blended,aku tim non coffee seneng banget fore punya blended selain chatime dan tu susah banget mencari minuman yang pny menu ice blended
12/2023,Matcha latte. Udah. Itu aja. (Semuanya enak tp aku gabisa berpaling sama matcha nya fore),matcha latte udah itu aja semuanya enak tp aku gabisa berpaling sama matcha nya fore,matcha latte sudah itu saja semuanya enak tapi aku gabisa berpaling sama matcha nya fore
12/2023,"Flash Coffee, Fore, Tuku, Kopi Rei",flash coffee fore tuku kopi rei,flash coffee fore tuku kopi rei
12/2023,"Berhubung Brand Andalan Lagi Di Banned, Ya Paling Banter Sekarang Ini Sih Fore.",berhubung brand andalan lagi di banned ya paling banter sekarang ini sih fore,berhubung brand andalan lagi di banned iya paling banter sekarang ini sih fore
12/2023,"Aku tadinya bukan anak kopi bangetttt tapi semenjak kenal fore, pikiranku isinya fore muluuuu dah",aku tadinya bukan anak kopi bangetttt tapi semenjak kenal fore pikiranku isinya fore muluuuu dah,aku tadinya bukan anak kopi bangetttt tapi semenjak kenal fore pikiranku isinya fore muluuuu deh
12/2023,Fore deket rumahkuu termasuk cabang yg enak bgtt jangan lupaa pake app gais karna promo2nyaa oke bgt & ada bday treats diskon up to 50/70% tanpa minimum pembelian,fore deket rumahkuu termasuk cabang yg enak bgtt jangan lupaa pake app gais karna promonyaa oke bgt  ada bday treats diskon up to  tanpa minimum pembelian,fore deket rumahkuu termasuk cabang yang enak bgtt jangan lupaa pakai app gais karena promonyaa oke banget ada bday treats diskon up to tanpa minimum pembelian
12/2023,Semua jenis minuman Kopi yang ada di Fore itu cocok di aku yang ceaslam (cewe asam lambung),semua jenis minuman kopi yang ada di fore itu cocok di aku yang ceaslam cewe asam lambung,semua jenis minuman kopi yang ada di fore itu cocok di aku yang ceaslam cewek asam lambung
12/2023,"Kopken,fore,point itu yg setiap minggu aku selalu muter2 wkwkwkwk",kopkenforepoint itu yg setiap minggu aku selalu muter wkwkwkwk,kopkenforepoint itu yang setiap minggu aku selalu muter wkwkwkwk
12/2023,"matcha frappenya point coffee juga enakkk! ak nyoba pertama ini sih beli matcha, dan lgsg sukaaa",matcha frappenya point coffee juga enakkk ak nyoba pertama ini sih beli matcha dan lgsg sukaaa,matcha frappenya point coffee juga enakkk saya nyoba pertama ini sih beli matcha dan langsung sukaaa
12/2023,MAAF mau nanya tapi penasaran bgt ini kopinya kuat bgt gak yaaa? soalnya blm pernah nyoba kopi fore trs tertarik beli ini grgr lewat di tl,maaf mau nanya tapi penasaran bgt ini kopinya kuat bgt gak yaaa soalnya blm pernah nyoba kopi fore trs tertarik beli ini grgr lewat di tl,maaf mau bertanya tapi penasaran banget ini kopinya kuat banget gak yaaa soalnya belum pernah nyoba kopi fore terus tertarik beli ini grgr lewat di tl
12/2023,Fore kapan ya kembaliin menu rose latte nya itu Anyway aku prefer yg americano aja nder,fore kapan ya kembaliin menu rose latte nya itu anyway aku prefer yg americano aja nder,fore kapan iya kembaliin menu rose latte nya itu anyway aku prefer yang americano saja nder
12/2023,"kopken sih akuuuu, kemudian fore, point",kopken sih akuuuu kemudian fore point,kopi kenangan sih akuuuu kemudian fore point
12/2023,KOPI KENANGAN!!,kopi kenangan,kopi kenangan
12/2023,Fore garis keras njirrrr enak bangettt. Tapi d daerah (kuningan)gw belom adaaaaaa harus ke Cirebon duluu njir jauh,fore garis keras njirrrr enak bangettt tapi d daerah kuningangw belom adaaaaaa harus ke cirebon duluu njir jauh,fore garis keras njirrrr enak bangettt tapi di daerah kuningangw belum adaaaaaa harus ke cirebon duluu njir jauh
12/2023,fore pro zionist atau palastine ya?,fore pro zionist atau palastine ya,fore profesional zionist atau palastine iya
12/2023,"Fore sama flash coffeeeeee, enak bgt deh. Harus coba",fore sama flash coffeeeeee enak bgt deh harus coba,fore sama flash coffeeeeee enak banget deh harus coba
12/2023,Belum pernah nyobain fore. Pengen cobaaa,belum pernah nyobain fore pengen cobaaa,belum pernah nyobain fore pengen cobaaa
12/2023,Rill tomoro isinya es batu sama gula doang ga banget pokoknya mending arabicanya lawson murah enak lagi,rill tomoro isinya es batu sama gula doang ga banget pokoknya mending arabicanya lawson murah enak lagi,rill tomoro isinya es batu sama gula doang tidak banget pokoknya lebih baik arabicanya lawson murah enak lagi
12/2023,"penasaran pengen ke fore, tapi takut mahal",penasaran pengen ke fore tapi takut mahal,penasaran pengen ke fore tapi takut mahal
12/2023,Fore enak tp yg lambungnya agak bermasalah kudu ati2 soalnya dia kopi yg strong banget tp enakkkk,fore enak tp yg lambungnya agak bermasalah kudu ati soalnya dia kopi yg strong banget tp enakkkk,fore enak tapi yang lambungnya agak bermasalah harus ati soalnya dia kopi yang strong banget tapi enakkkk
12/2023,"fore varian kopi mostly enak semuaaa, soalnya kopi nya masih berasa ga berasa manis juga wlpn normal sugar menurutku",fore varian kopi mostly enak semuaaa soalnya kopi nya masih berasa ga berasa manis juga wlpn normal sugar menurutku,fore varian kopi mostly enak semuaaa soalnya kopi nya masih berasa tidak berasa manis juga wlpn normal gula menurutku
12/2023,Anjir aku baru sadar terakhir konsumsi fore 2019 dibeliin ama anak akunting kantor lama,anjir aku baru sadar terakhir konsumsi fore  dibeliin ama anak akunting kantor lama,anjing aku baru sadar terakhir konsumsi fore dibeliin sama anak akunting kantor lama
12/2023,Gara2 kamu nih fora fore aja pas antre di Pom. Mampir kan di TL @lagrenade__,gara kamu nih fora fore aja pas antre di pom mampir kan di tl ,gara kamu ini fora fore saja pas antre di pom mampir kan di tl
12/2023,sejak hari itu gua benci sm fore,sejak hari itu gua benci sm fore,sejak hari itu saya benci sama fore
12/2023,Butterscotch sea salt latte!!!!! Omgomgomg sama fore junior yg berry milky crunch. Tp skr yg baru jg enak ice buttercream chocomint sm buttercream tiramisu latte,butterscotch sea salt latte omgomgomg sama fore junior yg berry milky crunch tp skr yg baru jg enak ice buttercream chocomint sm buttercream tiramisu latte,butterscotch sea salt latte omgomgomg sama fore junior yang berry milky crunch tapi skr yang baru juga enak ice buttercream chocomint sama buttercream tiramisu latte
12/2023,butterscotch seasalt latte dan minta tambahan caramel sauce. menu andalan kalau ke fore,butterscotch seasalt latte dan minta tambahan caramel sauce menu andalan kalau ke fore,butterscotch seasalt latte dan minta tambahan caramel sauce menu andalan kalau ke fore
12/2023,butterschoth sea salt latte + berry manuka americano!! selalu beli itu dua tiap ke fore,butterschoth sea salt latte  berry manuka americano selalu beli itu dua tiap ke fore,butterschoth sea salt latte berry manuka americano selalu beli itu dua tiap ke fore
12/2023,Blm pernah ke fore,blm pernah ke fore,belum pernah ke fore
12/2023,"Gaada yang bisa ngalahin tiramisu latte yang sekarang nama variannya jadi buttercream tiramisu latte, awas aja ya fore menunya diilangin lagiii (karena sempet ilang weh)",gaada yang bisa ngalahin tiramisu latte yang sekarang nama variannya jadi buttercream tiramisu latte awas aja ya fore menunya diilangin lagiii karena sempet ilang weh,tidak ada uang yang bisa ngalahin tiramisu latte yang sekarang nama variannya jadi buttercream tiramisu latte awas saja iya fore menunya diilangin lagiii karena sempat hilang weh
12/2023,"baru pertama kali punya kesempatan nyobain fore coffee, dan udah jatuh cinta bgt sama butterscotch sea salt latte",baru pertama kali punya kesempatan nyobain fore coffee dan udah jatuh cinta bgt sama butterscotch sea salt latte,baru pertama kali punya kesempatan nyobain fore coffee dan sudah jatuh cinta banget sama butterscotch sea salt latte
12/2023,Baru bgt beli nder favorit q di fore enak murah....nama menunya classic latte custom less sugar,baru bgt beli nder favorit q di fore enak murahnama menunya classic latte custom less sugar,baru banget beli nder favorit q di fore enak murahnama menunya classic latte custom kurang gula
12/2023,Paling andalan dulu pas pertama kenal fore tuh creme caramel crumble. Skg lebih suka butterscotch sea salt lattenya,paling andalan dulu pas pertama kenal fore tuh creme caramel crumble skg lebih suka butterscotch sea salt lattenya,paling andalan dulu pas pertama kenal fore tuh creme caramel crumble skg lebih suka butterscotch sea salt lattenya
12/2023,Latte doang udah enak fore mah,latte doang udah enak fore mah,latte doang sudah enak fore mah
12/2023,"Karena bukan penikmat kopi tapi penikmat coklat, jd tiap beli selalu pilih menu fore junior, namanya choco caramel cloud. Enak! Tiap beli dpt sticker pula.",karena bukan penikmat kopi tapi penikmat coklat jd tiap beli selalu pilih menu fore junior namanya choco caramel cloud enak tiap beli dpt sticker pula,karena bukan penikmat kopi tapi penikmat coklat jadi tiap beli selalu pilih menu fore junior namanya choco caramel cloud enak tiap beli dapat sticker pula
12/2023,Gk ada Soalnya disini gk ada Fore,gk ada soalnya disini gk ada fore,gk ada soalnya disini gk ada fore
12/2023,Yg bilang sbux enak gw rasa belom pernah minum fore dahlah jauh lebih enak dan lebih murah. Makan tuh gengsi si paling haus validasi,yg bilang sbux enak gw rasa belom pernah minum fore dahlah jauh lebih enak dan lebih murah makan tuh gengsi si paling haus validasi,yang bilang starbucks enak saya rasa belum pernah minum fore dahlah jauh lebih enak dan lebih murah makan tuh gengsi si paling haus validasi
12/2023,"Seandainya fore ngeluarin yg non-coffee gw ngiler soalnya, pengen coba juga...uhuhu",seandainya fore ngeluarin yg noncoffee gw ngiler soalnya pengen coba jugauhuhu,seandainya fore ngeluarin yang noncoffee saya mau soalnya pengen coba jugauhuhu
12/2023,Aku butuh non coffee fore adakah rekomendasi?,aku butuh non coffee fore adakah rekomendasi,aku butuh non coffee fore adakah rekomendasi
12/2023,Ges kalo beli fore dr appnya bisa bayarnya di kasir apa gak ya? Soalnya pengen ambil cb blu bca juga,ges kalo beli fore dr appnya bisa bayarnya di kasir apa gak ya soalnya pengen ambil cb blu bca juga,ges kalau beli fore dr appnya bisa bayarnya di kasir apa gak iya soalnya pengen ambil coba blu bca juga
12/2023,"aku pesennya yg fore junior tp lupa namanya, kyknya buttercream something crumble",aku pesennya yg fore junior tp lupa namanya kyknya buttercream something crumble,aku pesennya yang fore junior tapi lupa namanya kyknya buttercream something crumble
12/2023,Buttercream tiramisu latte Butterscotch sea salt latte Buttercream latte Yang penting size kecil aja biar lambung ga meronta2. Fore tu strong tp enak pol,buttercream tiramisu latte butterscotch sea salt latte buttercream latte yang penting size kecil aja biar lambung ga meronta fore tu strong tp enak pol,buttercream tiramisu latte butterscotch sea salt latte buttercream latte yang penting size kecil saja biar lambung tidak meronta fore tu strong tapi enak pol
12/2023,@vnlaestelle mending wngi tuku fore, mending wngi tuku fore,lebih baik wngi tuku fore
12/2023,Caramel praline less sugar less coffee untuk aku sicupu. Tp kadang tergantung baristanya jg sii fore tu. Pernah dpt yg enak bgt pernah yg hmm,caramel praline less sugar less coffee untuk aku sicupu tp kadang tergantung baristanya jg sii fore tu pernah dpt yg enak bgt pernah yg hmm,caramel praline kurang gula kurang coffee untuk aku sicupu tapi kadang tergantung baristanya juga sii fore tu pernah dapat yang enak banget pernah yang hmm
12/2023,Minum Fore bs lgs sekali habis ngga ya? Soalnya Aku pernah minum kopi toraja buru2 ngabisin malah nge-fly Titip kode promo gojeknyaa. Lgs redeem di app takut kehabisan,minum fore bs lgs sekali habis ngga ya soalnya aku pernah minum kopi toraja buru ngabisin malah ngefly titip kode promo gojeknyaa lgs redeem di app takut kehabisan,minum fore bisa lgs sekali habis tidak iya soalnya aku pernah minum kopi toraja buru ngabisin bahkan ngefly titip kode promo gojeknyaa lgs redeem di app takut kehabisan
12/2023,fore kids enaaak semua wkwkwk,fore kids enaaak semua wkwkwk,fore kids enaaak semua wkwkwk
12/2023,Kalau non coffee di fore yang enak apa ya? Makasih yang udah jawab.,kalau non coffee di fore yang enak apa ya makasih yang udah jawab,kalau non coffee di fore yang enak apa iya terima kasih yang sudah jawab
12/2023,"butterscotch, pandan, berry americano, semua enakkk deh fore tuu!!",butterscotch pandan berry americano semua enakkk deh fore tuu,butterscotch pandan berry americano semua enakkk deh fore tuu
12/2023,Buttercream tiramisu latte tahta tertinggi di fore,buttercream tiramisu latte tahta tertinggi di fore,buttercream tiramisu latte tahta tertinggi di fore
12/2023,"Butterscotch sea salt, aren latte, nutty oat latte. Beli di apk nya fore, bnyk promo nderr. Mending download deh buruah, pake kode gw nih 90D2CE",butterscotch sea salt aren latte nutty oat latte beli di apk nya fore bnyk promo nderr mending download deh buruah pake kode gw nih dce,butterscotch sea salt aren latte nutty oat latte beli di apk nya fore banyak promo nderr lebih baik download deh buruah pakai kode saya ini dce
12/2023,jd pgn fore dulu sering beli karena promo,jd pgn fore dulu sering beli karena promo,jadi ingin fore dulu sering beli karena promo
12/2023,Kalo aku sukanya pandan latte nderr enak bgtt. Tp kalo mantan ak @ hansungkar7 sukanya butterscoth sea salt latte. Jd kgn ngopi berdua di fore,kalo aku sukanya pandan latte nderr enak bgtt tp kalo mantan ak  hansungkar sukanya butterscoth sea salt latte jd kgn ngopi berdua di fore,kalau aku sukanya pandan latte nderr enak bgtt tapi kalau mantan saya hansungkar sukanya butterscoth sea salt latte jadi kgn ngopi berdua di fore
12/2023,Ke fore beli matcha suka ternyata :(((,ke fore beli matcha suka ternyata ,ke fore beli matcha suka ternyata
12/2023,"nder, i feel you. bedanya, kakek gw yg ngurus dr kcil udh ga ada. keinginan trkhirny, beliau mau kopi yg biasa gw pesan di fore, buat naikin tensiny. itu trkhir kali dia ngomong sm gw sblm koma & meninggal. beliau meninggal bln 9, smp skrg gw msh nangis dan blm bisa beli kopinya",nder i feel you bedanya kakek gw yg ngurus dr kcil udh ga ada keinginan trkhirny beliau mau kopi yg biasa gw pesan di fore buat naikin tensiny itu trkhir kali dia ngomong sm gw sblm koma  meninggal beliau meninggal bln  smp skrg gw msh nangis dan blm bisa beli kopinya,nder i feel you bedanya kakek saya yang mengurus dr kcil sudah tidak ada keinginan trkhirny beliau mau kopi yang biasa saya pesan di fore buat naikin tensiny itu trkhir kali dia bicara sama saya sblm koma meninggal beliau meninggal bulan smp sekarang saya masih menangis dan belum bisa beli kopinya
12/2023,Kopi kenangan ungu,kopi kenangan ungu,kopi kenangan ungu
12/2023,"Kalo aku, si butterscotch sea salt latte masih juara di fore",kalo aku si butterscotch sea salt latte masih juara di fore,kalau aku si butterscotch sea salt latte masih juara di fore
